CrashName,PartyType,Age,Sobriety,AgeGroup,Sobriety_Code,PartyType_Code
CR-0000103421,Panel Truck,0,Not Applicable,<18,0,9
CR-0000103438,Car,26,Impairment Not Known,18-30,2,3
CR-0000103426,Car,48,Impairment Not Known,46-60,2,3
CR-0000103410,Car,18,Had Not Been Drinking,<18,1,3
CR-0000103433,Car,40,Had Not Been Drinking,31-45,1,3
CR-0000103430,Unknown,34,Impairment Not Known,31-45,2,18
CR-0000103422,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000103420,Car,0,Impairment Not Known,<18,2,3
CR-0000103416,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103427,Car,0,Impairment Not Known,<18,2,3
CR-0000103419,Car,38,Impairment Not Known,31-45,2,3
CR-0000103434,Car,34,Had Not Been Drinking,31-45,1,3
CR-0000103409,Car,0,Not Applicable,<18,0,3
CR-0000103412,Semi Truck,0,Impairment Not Known,<18,2,13
CR-0000103432,Car,29,Had Not Been Drinking,18-30,1,3
CR-0000103426,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103441,Car,0,Impairment Not Known,<18,2,3
CR-0000103438,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103439,Car,37,Impairment Not Known,31-45,2,3
CR-0000103450,Car,0,Not Applicable,<18,0,3
CR-0000103464,Car,26,Not Applicable,18-30,0,3
CR-0000103468,Car,0,Had Not Been Drinking,<18,1,3
CR-0000103451,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103469,Car,0,Impairment Not Known,<18,2,3
CR-0000103446,Panel Truck,42,Impairment Not Known,31-45,2,9
CR-0000103455,Car,28,Impairment Not Known,18-30,2,3
CR-0000103470,Other,24,Impairment Not Known,18-30,2,17
CR-0000103473,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103456,Car,27,Impairment Not Known,18-30,2,3
CR-0000103448,Emergency Vehicle,43,Had Not Been Drinking,31-45,1,6
CR-0000103447,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000103460,Car,63,Had Not Been Drinking,60+,1,3
CR-0000103448,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000103459,Car,40,Not Applicable,31-45,0,3
CR-0000103446,Pedestrian,73,Impairment Not Known,60+,2,10
CR-0000103472,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103449,Car,0,Impairment Not Known,<18,2,3
CR-0000103476,Car,67,Impairment Not Known,60+,2,3
CR-0000103454,Car,29,Impairment Not Known,18-30,2,3
CR-0000103473,Car,49,Impairment Not Known,46-60,2,3
CR-0000103470,Panel Truck,0,Not Applicable,<18,0,9
CR-0000103474,Car,0,Impairment Not Known,<18,2,3
CR-0000103445,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103472,Car,50,Impairment Not Known,46-60,2,3
CR-0000103462,Car,0,Impairment Not Known,<18,2,3
CR-0000103466,Panel Truck,47,Had Not Been Drinking,46-60,1,9
CR-0000103453,Car,30,Impairment Not Known,18-30,2,3
CR-0000103448,Panel Truck,0,Not Applicable,<18,0,9
CR-0000103469,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103465,Car,0,Not Applicable,<18,0,3
CR-0000103463,Car,23,Impairment Not Known,18-30,2,3
CR-0000103457,Car,0,Impairment Not Known,<18,2,3
CR-0000103475,Car,52,Impairment Not Known,46-60,2,3
CR-0000103460,Car,42,Had Not Been Drinking,31-45,1,3
CR-0000103471,Car,0,Impairment Not Known,<18,2,3
CR-0000103456,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103443,Car,33,Impairment Not Known,31-45,2,3
CR-0000103463,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103461,Car,32,Had Been Drinking - Under Influence,31-45,7,3
CR-0000103466,Car,21,Had Not Been Drinking,18-30,1,3
CR-0000103451,Car,56,Impairment Not Known,46-60,2,3
CR-0000103468,Car,29,Had Not Been Drinking,18-30,1,3
CR-0000103461,Car,0,Not Applicable,<18,0,3
CR-0000103462,Car,0,Not Applicable,<18,0,3
CR-0000103475,Panel Truck,52,Impairment Not Known,46-60,2,9
CR-0000103444,Panel Truck,51,Not Applicable,46-60,0,9
CR-0000103453,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103444,Car,0,Impairment Not Known,<18,2,3
CR-0000103474,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000103452,Car,43,Impairment Not Known,31-45,2,3
CR-0000103460,Car,31,Had Not Been Drinking,31-45,1,3
CR-0000103465,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103464,Car,38,Had Been Drinking - Under Influence,31-45,7,3
CR-0000103459,Car,0,Impairment Not Known,<18,2,3
CR-0000103465,Car,0,Not Applicable,<18,0,3
CR-0000103462,Car,0,Not Applicable,<18,0,3
CR-0000103458,Car,22,Had Been Drinking - Under Influence,18-30,7,3
CR-0000103455,Car,0,Impairment Not Known,<18,2,3
CR-0000103450,Car,0,Not Applicable,<18,0,3
CR-0000103452,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000103458,Car,0,Not Applicable,<18,0,3
CR-0000103443,Car,0,Impairment Not Known,<18,2,3
CR-0000103454,Car,35,Impairment Not Known,31-45,2,3
CR-0000103471,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103467,Train,62,Had Not Been Drinking,60+,1,15
CR-0000103467,Panel Truck,46,Had Not Been Drinking,46-60,1,9
CR-0000103449,Car,56,Had Not Been Drinking,46-60,1,3
CR-0000103476,Car,0,Impairment Not Known,<18,2,3
CR-0000103447,Car,17,Had Not Been Drinking,<18,1,3
CR-0000103450,Car,26,Impairment Not Known,18-30,2,3
CR-0000103495,Car,0,Impairment Not Known,<18,2,3
CR-0000103491,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103502,Car,0,Not Applicable,<18,0,3
CR-0000103490,Car,0,Not Applicable,<18,0,3
CR-0000103480,Car,0,Impairment Not Known,<18,2,3
CR-0000103483,Car,0,Not Applicable,<18,0,3
CR-0000103493,Pedestrian,33,Not Applicable,31-45,0,10
CR-0000103499,Car,38,Impairment Not Known,31-45,2,3
CR-0000103479,Car,0,Impairment Not Known,<18,2,3
CR-0000103502,Car,0,Not Applicable,<18,0,3
CR-0000103484,Car,0,Impairment Not Known,<18,2,3
CR-0000103491,Car,24,Had Not Been Drinking,18-30,1,3
CR-0000103492,Car,26,Had Not Been Drinking,18-30,1,3
CR-0000103479,Car,68,Had Not Been Drinking,60+,1,3
CR-0000103486,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103499,Car,0,Impairment Not Known,<18,2,3
CR-0000103500,Panel Truck,55,Impairment Not Known,46-60,2,9
CR-0000103488,Car,43,Impairment Not Known,31-45,2,3
CR-0000103501,Car,42,Had Been Drinking - Under Influence,31-45,7,3
CR-0000103498,Car,32,Impairment Not Known,31-45,2,3
CR-0000103480,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103487,Car,0,Impairment Not Known,<18,2,3
CR-0000103497,Car,49,Impairment Not Known,46-60,2,3
CR-0000103493,Car,0,Impairment Not Known,<18,2,3
CR-0000103494,Car,67,Impairment Not Known,60+,2,3
CR-0000103477,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103487,Panel Truck,39,Impairment Not Known,31-45,2,9
CR-0000103482,Car,0,Impairment Not Known,<18,2,3
CR-0000103482,Car,22,Impairment Not Known,18-30,2,3
CR-0000103486,Car,0,Impairment Not Known,<18,2,3
CR-0000103502,Car,0,Not Applicable,<18,0,3
CR-0000103477,Car,0,Not Applicable,<18,0,3
CR-0000103478,Bus - Other,55,Had Not Been Drinking,46-60,1,1
CR-0000103500,Car,0,Impairment Not Known,<18,2,3
CR-0000103489,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103501,Car,0,Not Applicable,<18,0,3
CR-0000103483,Panel Truck,0,Not Applicable,<18,0,9
CR-0000103481,Panel Truck,31,Impairment Not Known,31-45,2,9
CR-0000103483,Car,36,Had Been Drinking - Under Influence,31-45,7,3
CR-0000103481,Car,0,Impairment Not Known,<18,2,3
CR-0000103485,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103494,Emergency Vehicle,24,Impairment Not Known,18-30,2,6
CR-0000103483,Car,0,Not Applicable,<18,0,3
CR-0000103495,Car,0,Not Applicable,<18,0,3
CR-0000103478,Emergency Vehicle,0,Not Applicable,<18,0,6
CR-0000103490,Car,0,Impairment Not Known,<18,2,3
CR-0000103485,Car,19,Impairment Not Known,18-30,2,3
CR-0000103496,Car,42,Impairment Not Known,31-45,2,3
CR-0000103484,Car,23,Had Not Been Drinking,18-30,1,3
CR-0000103488,Car,39,Impairment Not Known,31-45,2,3
CR-0000103497,Car,0,Impairment Not Known,<18,2,3
CR-0000103501,Panel Truck,0,Not Applicable,<18,0,9
CR-0000103498,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103521,Car,65,Impairment Not Known,60+,2,3
CR-0000103519,Car,47,Had Been Drinking - Under Influence,46-60,7,3
CR-0000103503,Pedestrian,30,Had Not Been Drinking,18-30,1,10
CR-0000103509,Car,39,Impairment Not Known,31-45,2,3
CR-0000103504,Panel Truck,41,Had Not Been Drinking,31-45,1,9
CR-0000103528,Car,34,Impairment Not Known,31-45,2,3
CR-0000103531,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103518,Car,0,Impairment Not Known,<18,2,3
CR-0000103524,Car,37,Impairment Not Known,31-45,2,3
CR-0000103511,Car,0,Impairment Not Known,<18,2,3
CR-0000103521,Panel Truck,25,Impairment Not Known,18-30,2,9
CR-0000103522,Car,20,Impairment Not Known,18-30,2,3
CR-0000103505,Car,0,Impairment Not Known,<18,2,3
CR-0000103529,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103509,Other,0,Impairment Not Known,<18,2,17
CR-0000103516,Car,27,Not Applicable,18-30,0,3
CR-0000103523,Car,33,Had Been Drinking - Under Influence,31-45,7,3
CR-0000103516,Car,0,Impairment Not Known,<18,2,3
CR-0000103517,Car,0,Not Applicable,<18,0,3
CR-0000103527,Car,0,Impairment Not Known,<18,2,3
CR-0000103526,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103508,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103530,Car,33,Impairment Not Known,31-45,2,3
CR-0000103520,Car,31,Had Not Been Drinking,31-45,1,3
CR-0000103507,Car,30,Impairment Not Known,18-30,2,3
CR-0000103511,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103506,Car,26,Had Been Drinking - Under Influence,18-30,7,3
CR-0000103520,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103517,Car,0,Not Applicable,<18,0,3
CR-0000103517,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000103514,Car,0,Impairment Not Known,<18,2,3
CR-0000103518,Car,26,Impairment Not Known,18-30,2,3
CR-0000103524,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103531,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103525,Car,39,Impairment Not Known,31-45,2,3
CR-0000103530,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103526,Car,23,Impairment Not Known,18-30,2,3
CR-0000103512,Car,60,Impairment Not Known,46-60,2,3
CR-0000103528,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103510,Car,0,Impairment Not Known,<18,2,3
CR-0000103503,Panel Truck,68,Had Not Been Drinking,60+,1,9
CR-0000103529,Car,46,Impairment Not Known,46-60,2,3
CR-0000103515,Car,0,Not Applicable,<18,0,3
CR-0000103512,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103505,Car,45,Had Not Been Drinking,31-45,1,3
CR-0000103527,Car,0,Impairment Not Known,<18,2,3
CR-0000103508,Car,54,Impairment Not Known,46-60,2,3
CR-0000103510,Car,42,Impairment Not Known,31-45,2,3
CR-0000103507,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103519,Car,42,Had Not Been Drinking,31-45,1,3
CR-0000103515,Car,0,Impairment Not Known,<18,2,3
CR-0000103571,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103569,Car,25,Impairment Not Known,18-30,2,3
CR-0000103568,Car,69,Impairment Not Known,60+,2,3
CR-0000103567,Car,78,Impairment Not Known,60+,2,3
CR-0000103565,Car,23,Had Not Been Drinking,18-30,1,3
CR-0000103563,Bicycle,0,Impairment Not Known,<18,2,0
CR-0000103560,Car,30,Had Not Been Drinking,18-30,1,3
CR-0000103562,Car,19,Impairment Not Known,18-30,2,3
CR-0000103563,Car,0,Had Not Been Drinking,<18,1,3
CR-0000103566,Car,21,Impairment Not Known,18-30,2,3
CR-0000103561,Car,17,Had Not Been Drinking,<18,1,3
CR-0000103569,Car,0,Impairment Not Known,<18,2,3
CR-0000103568,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103566,Car,44,Had Been Drinking - Under Influence,31-45,7,3
CR-0000103561,Car,0,Not Applicable,<18,0,3
CR-0000103570,Car,0,Impairment Not Known,<18,2,3
CR-0000103565,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103567,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000103562,Car,0,Impairment Not Known,<18,2,3
CR-0000103571,Car,0,Impairment Not Known,<18,2,3
CR-0000103565,Car,59,Had Not Been Drinking,46-60,1,3
CR-0000103559,Bicycle,8,Impairment Not Known,<18,2,0
CR-0000103570,Car,69,Impairment Not Known,60+,2,3
CR-0000103559,Car,48,Had Not Been Drinking,46-60,1,3
CR-0000103565,Car,45,Impairment Not Known,31-45,2,3
CR-0000103564,Panel Truck,17,Had Not Been Drinking,<18,1,9
CR-0000103591,Car,41,Impairment Not Known,31-45,2,3
CR-0000103578,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103574,Car,22,Had Been Drinking - Under Influence,18-30,7,3
CR-0000103572,Car,26,Had Been Drinking - Under Influence,18-30,7,3
CR-0000103586,Other,0,Not Applicable,<18,0,17
CR-0000103581,Car,0,Not Applicable,<18,0,3
CR-0000103584,Car,17,Had Not Been Drinking,<18,1,3
CR-0000103579,Car,33,Impairment Not Known,31-45,2,3
CR-0000103584,Car,17,Not Applicable,<18,0,3
CR-0000103590,Car,19,Impairment Not Known,18-30,2,3
CR-0000103575,Car,0,Impairment Not Known,<18,2,3
CR-0000103573,Car,22,Had Been Drinking - Under Influence,18-30,7,3
CR-0000103587,Car,19,Had Been Drinking - Under Influence,18-30,7,3
CR-0000103579,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103587,Car,0,Not Applicable,<18,0,3
CR-0000103585,Panel Truck,46,Impairment Not Known,46-60,2,9
CR-0000103576,Car,34,Impairment Not Known,31-45,2,3
CR-0000103585,Car,54,Impairment Not Known,46-60,2,3
CR-0000103588,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103574,Car,0,Not Applicable,<18,0,3
CR-0000103583,Car,45,Had Not Been Drinking,31-45,1,3
CR-0000103583,Car,33,Had Not Been Drinking,31-45,1,3
CR-0000103587,Car,0,Not Applicable,<18,0,3
CR-0000103576,Car,22,Impairment Not Known,18-30,2,3
CR-0000103592,Car,29,Impairment Not Known,18-30,2,3
CR-0000103589,Car,25,Had Been Drinking - Under Influence,18-30,7,3
CR-0000103580,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000103582,Car,42,Had Not Been Drinking,31-45,1,3
CR-0000103586,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000103588,Car,45,Impairment Not Known,31-45,2,3
CR-0000103582,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000103578,Car,30,Impairment Not Known,18-30,2,3
CR-0000103577,Car,31,Impairment Not Known,31-45,2,3
CR-0000103575,Bicycle,36,Impairment Not Known,31-45,2,0
CR-0000103592,Car,0,Not Applicable,<18,0,3
CR-0000103581,Car,0,Impairment Not Known,<18,2,3
CR-0000103592,Car,0,Not Applicable,<18,0,3
CR-0000103585,Car,48,Impairment Not Known,46-60,2,3
CR-0000103591,Car,0,Had Not Been Drinking,<18,1,3
CR-0000103577,Car,0,Impairment Not Known,<18,2,3
CR-0000103582,Car,62,Had Not Been Drinking,60+,1,3
CR-0000103608,Car,0,Impairment Not Known,<18,2,3
CR-0000103603,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103594,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000103622,Car,20,Had Not Been Drinking,18-30,1,3
CR-0000103600,Unknown,44,Impairment Not Known,31-45,2,18
CR-0000103615,Car,0,Impairment Not Known,<18,2,3
CR-0000103616,Car,24,Impairment Not Known,18-30,2,3
CR-0000103620,Car,0,Not Applicable,<18,0,3
CR-0000103613,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103625,Car,0,Impairment Not Known,<18,2,3
CR-0000103617,Car,46,Had Not Been Drinking,46-60,1,3
CR-0000103615,Car,27,Impairment Not Known,18-30,2,3
CR-0000103616,Car,0,Impairment Not Known,<18,2,3
CR-0000103612,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103619,Car,0,Not Applicable,<18,0,3
CR-0000103594,Panel Truck,23,Had Not Been Drinking,18-30,1,9
CR-0000103614,Car,0,Impairment Not Known,<18,2,3
CR-0000103595,Car,48,Impairment Not Known,46-60,2,3
CR-0000103598,Car,0,Impairment Not Known,<18,2,3
CR-0000103623,Car,35,Impairment Not Known,31-45,2,3
CR-0000103618,Car,0,Impairment Not Known,<18,2,3
CR-0000103596,Car,0,Impairment Not Known,<18,2,3
CR-0000103621,Car,53,Impairment Not Known,46-60,2,3
CR-0000103602,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103611,Car,55,Impairment Not Known,46-60,2,3
CR-0000103595,Car,40,Impairment Not Known,31-45,2,3
CR-0000103622,Emergency Vehicle,40,Had Not Been Drinking,31-45,1,6
CR-0000103620,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103623,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103604,Car,0,Impairment Not Known,<18,2,3
CR-0000103611,Car,0,Impairment Not Known,<18,2,3
CR-0000103599,Car,55,Impairment Not Known,46-60,2,3
CR-0000103607,Car,0,Not Applicable,<18,0,3
CR-0000103597,Car,0,Impairment Not Known,<18,2,3
CR-0000103621,Car,45,Impairment Not Known,31-45,2,3
CR-0000103610,Car,28,Not Applicable,18-30,0,3
CR-0000103625,Car,29,Impairment Not Known,18-30,2,3
CR-0000103610,Car,55,Had Been Drinking - Under Influence,46-60,7,3
CR-0000103608,Car,0,Not Applicable,<18,0,3
CR-0000103606,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000103609,Car,24,Had Not Been Drinking,18-30,1,3
CR-0000103602,Panel Truck,28,Impairment Not Known,18-30,2,9
CR-0000103607,Car,0,Impairment Not Known,<18,2,3
CR-0000103602,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103600,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103593,Semi Truck,71,Impairment Not Known,60+,2,13
CR-0000103605,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103609,Car,0,Impairment Not Known,<18,2,3
CR-0000103618,Car,41,Impairment Not Known,31-45,2,3
CR-0000103601,Car,31,Impairment Not Known,31-45,2,3
CR-0000103596,Car,0,Impairment Not Known,<18,2,3
CR-0000103593,Motorcycle/Moped,58,Impairment Not Known,46-60,2,8
CR-0000103603,Panel Truck,23,Impairment Not Known,18-30,2,9
CR-0000103614,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103601,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103606,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000103604,Panel Truck,21,Impairment Not Known,18-30,2,9
CR-0000103624,Car,35,Impairment Not Known,31-45,2,3
CR-0000103599,Car,62,Impairment Not Known,60+,2,3
CR-0000103613,Unknown,54,Impairment Not Known,46-60,2,18
CR-0000103605,Car,0,Impairment Not Known,<18,2,3
CR-0000103617,Car,0,Impairment Not Known,<18,2,3
CR-0000103597,Car,35,Had Not Been Drinking,31-45,1,3
CR-0000103607,Panel Truck,0,Not Applicable,<18,0,9
CR-0000103624,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103598,Car,60,Not Applicable,46-60,0,3
CR-0000103619,Car,0,Impairment Not Known,<18,2,3
CR-0000103612,Car,32,Impairment Not Known,31-45,2,3
CR-0000103647,Car,20,Had Not Been Drinking,18-30,1,3
CR-0000103639,Car,71,Impairment Not Known,60+,2,3
CR-0000103635,Car,37,Had Not Been Drinking,31-45,1,3
CR-0000103642,Car,19,Impairment Not Known,18-30,2,3
CR-0000103636,Car,0,Not Applicable,<18,0,3
CR-0000103647,Car,52,Had Not Been Drinking,46-60,1,3
CR-0000103627,Bicycle,16,Impairment Not Known,<18,2,0
CR-0000103635,Car,20,Had Not Been Drinking,18-30,1,3
CR-0000103642,Car,0,Impairment Not Known,<18,2,3
CR-0000103628,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000103634,Car,16,Had Not Been Drinking,<18,1,3
CR-0000103636,Car,0,Not Applicable,<18,0,3
CR-0000103641,Panel Truck,34,Impairment Not Known,31-45,2,9
CR-0000103645,Car,56,Had Not Been Drinking,46-60,1,3
CR-0000103646,Car,21,Sleepy/Fatigued,18-30,4,3
CR-0000103634,Car,54,Had Not Been Drinking,46-60,1,3
CR-0000103644,Car,85,Had Been Drinking - Under Influence,60+,7,3
CR-0000103650,Car,0,Impairment Not Known,<18,2,3
CR-0000103655,Car,0,Not Applicable,<18,0,3
CR-0000103633,Car,62,Had Not Been Drinking,60+,1,3
CR-0000103638,Car,23,Had Not Been Drinking,18-30,1,3
CR-0000103654,Car,41,Impairment Not Known,31-45,2,3
CR-0000103630,Car,65,Impairment Not Known,60+,2,3
CR-0000103639,Car,0,Impairment Not Known,<18,2,3
CR-0000103635,Car,66,Had Not Been Drinking,60+,1,3
CR-0000103651,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103636,Car,0,Not Applicable,<18,0,3
CR-0000103627,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000103643,Car,0,Impairment Not Known,<18,2,3
CR-0000103631,Car,65,Had Not Been Drinking,60+,1,3
CR-0000103629,Car,0,Impairment Not Known,<18,2,3
CR-0000103648,Car,23,Had Not Been Drinking,18-30,1,3
CR-0000103655,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103637,Car,0,Impairment Not Known,<18,2,3
CR-0000103651,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000103652,Panel Truck,28,Impairment Not Known,18-30,2,9
CR-0000103653,Car,0,Not Applicable,<18,0,3
CR-0000103628,Unknown,21,Impairment Not Known,18-30,2,18
CR-0000103632,Bicycle,48,Impairment Not Known,46-60,2,0
CR-0000103652,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000103631,Bicycle,56,Impairment Not Known,46-60,2,0
CR-0000103640,Unknown,36,Impairment Not Known,31-45,2,18
CR-0000103640,Car,0,Impairment Not Known,<18,2,3
CR-0000103632,Car,35,Impairment Not Known,31-45,2,3
CR-0000103653,Car,37,Impairment Not Known,31-45,2,3
CR-0000103641,Car,0,Impairment Not Known,<18,2,3
CR-0000103648,Car,23,Had Not Been Drinking,18-30,1,3
CR-0000103626,Car,71,Impairment Not Known,60+,2,3
CR-0000103637,Car,0,Not Applicable,<18,0,3
CR-0000103630,Car,0,Impairment Not Known,<18,2,3
CR-0000103655,Panel Truck,0,Not Applicable,<18,0,9
CR-0000103649,Car,19,Had Not Been Drinking,18-30,1,3
CR-0000103636,Car,0,Impairment Not Known,<18,2,3
CR-0000103629,Car,31,Impairment Not Known,31-45,2,3
CR-0000103626,Bicycle,0,Impairment Not Known,<18,2,0
CR-0000103645,Semi Truck,37,Had Not Been Drinking,31-45,1,13
CR-0000103638,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000103644,Car,19,Had Not Been Drinking,18-30,1,3
CR-0000103633,Bicycle,43,Had Not Been Drinking,31-45,1,0
CR-0000103650,Car,0,Impairment Not Known,<18,2,3
CR-0000103665,Panel Truck,0,Not Applicable,<18,0,9
CR-0000103658,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000103667,Car,37,Had Not Been Drinking,31-45,1,3
CR-0000103663,Car,0,Impairment Not Known,<18,2,3
CR-0000103658,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000103659,Car,49,Had Been Drinking - Under Influence,46-60,7,3
CR-0000103672,Car,0,Not Applicable,<18,0,3
CR-0000103669,Car,71,Had Not Been Drinking,60+,1,3
CR-0000103664,Car,0,Impairment Not Known,<18,2,3
CR-0000103663,Car,0,Impairment Not Known,<18,2,3
CR-0000103670,Car,66,Had Not Been Drinking,60+,1,3
CR-0000103660,Car,48,Had Not Been Drinking,46-60,1,3
CR-0000103659,Car,0,Not Applicable,<18,0,3
CR-0000103662,Car,0,Impairment Not Known,<18,2,3
CR-0000103661,Panel Truck,65,Impairment Not Known,60+,2,9
CR-0000103662,Car,0,Impairment Not Known,<18,2,3
CR-0000103664,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103671,Car,69,Had Been Drinking - Under Influence,60+,7,3
CR-0000103664,Panel Truck,21,Impairment Not Known,18-30,2,9
CR-0000103657,Motorcycle/Moped,33,Impairment Not Known,31-45,2,8
CR-0000103668,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103668,Bicycle,17,Had Not Been Drinking,<18,1,0
CR-0000103673,Car,17,Had Not Been Drinking,<18,1,3
CR-0000103660,Car,18,Had Not Been Drinking,<18,1,3
CR-0000103657,Car,0,Impairment Not Known,<18,2,3
CR-0000103661,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103665,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103669,Car,57,Had Not Been Drinking,46-60,1,3
CR-0000103666,Car,31,Sleepy/Fatigued,31-45,4,3
CR-0000103667,Panel Truck,20,Had Not Been Drinking,18-30,1,9
CR-0000103656,Car,44,Impairment Not Known,31-45,2,3
CR-0000103672,Car,0,Impairment Not Known,<18,2,3
CR-0000103672,Panel Truck,0,Not Applicable,<18,0,9
CR-0000103656,Car,74,Impairment Not Known,60+,2,3
CR-0000103673,Car,37,Had Not Been Drinking,31-45,1,3
CR-0000103680,Car,25,Impairment Not Known,18-30,2,3
CR-0000103681,Car,51,Had Not Been Drinking,46-60,1,3
CR-0000103681,Car,32,Had Been Drinking - Under Influence,31-45,7,3
CR-0000103674,Panel Truck,0,Not Applicable,<18,0,9
CR-0000103675,Car,30,Impairment Not Known,18-30,2,3
CR-0000103676,Car,0,Not Applicable,<18,0,3
CR-0000103678,Car,0,Impairment Not Known,<18,2,3
CR-0000103675,Car,27,Impairment Not Known,18-30,2,3
CR-0000103681,Car,37,Had Not Been Drinking,31-45,1,3
CR-0000103679,Panel Truck,18,Had Not Been Drinking,<18,1,9
CR-0000103677,Car,19,Impairment Not Known,18-30,2,3
CR-0000103678,Bicycle,31,Had Been Drinking - Under Influence,31-45,7,0
CR-0000103674,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000103679,Car,30,Had Not Been Drinking,18-30,1,3
CR-0000103676,Car,0,Not Applicable,<18,0,3
CR-0000103676,Car,0,Not Applicable,<18,0,3
CR-0000103677,Car,0,Impairment Not Known,<18,2,3
CR-0000103677,Car,38,Had Not Been Drinking,31-45,1,3
CR-0000103676,Car,16,Had Not Been Drinking,<18,1,3
CR-0000103687,Panel Truck,38,Impairment Not Known,31-45,2,9
CR-0000103694,Car,21,Had Not Been Drinking,18-30,1,3
CR-0000103700,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103693,Unknown,0,Impairment Not Known,<18,2,18
CR-0000103684,Car,0,Not Applicable,<18,0,3
CR-0000103685,Other,64,Impairment Not Known,60+,2,17
CR-0000103683,Car,0,Not Applicable,<18,0,3
CR-0000103684,Car,36,Had Been Drinking - Under Influence,31-45,7,3
CR-0000103696,Panel Truck,38,Had Not Been Drinking,31-45,1,9
CR-0000103689,Car,32,Had Not Been Drinking,31-45,1,3
